Name, RA, Dec, N_exp, SNR
1SWASPJ155950.94-280342.3,239.96565,-28.05931,92,307.898067548
GJ3212,48.65532,-9.66548,11,57.6849200398
GJ3728B,187.2241,-10.66289,18,61.6577651233
SERAM_2304-3424,346.090013,-34.41244,10,121.946094648
HD40293,88.63695,-55.84302,11,230.799046792
HD-140283,235.76156,-10.93363,2,420.402331107
NGC6863_D,301.27701,-3.55651,5,14.7108803272
HD-150798,252.169164,-69.02572,1,568.0
LRc01_E1_2140,291.52858,0.27663,11,9.62392851179
GJ3455,114.05599,-51.9221,11,33.9602709059
GJ3962,248.67419,3.29965,28,96.657643257
HD150936,251.11507,-5.68697,7,191.711528083
GJ3916,236.85515,-10.89781,3,31.7165571902
GJ9724,317.95967,-43.61331,6,26.5211236564
LMC190.6-14417,87.66683,-69.23936,3,3.59583091927
1RXS-1533-6651,233.37163,-66.85499,10,81.5805123789
GJ1161B,188.90913,-34.90168,22,67.8902791274
HD177474,286.60864,-37.06344,5,348.750383512
GJ3892,227.39978,3.16826,9,53.252323893
HD-61935,115.315381,-9.55258,1,219.4
GJ78,27.95683,-10.80257,7,36.2903568459
GJ333,134.88218,-47.43451,10,43.4390377426
HD-103462,178.681157,-25.71425,2,244.590760251
HD66653,120.61018,-46.33751,23,686.542882856
HD18754,44.71465,-52.09666,8,294.966726937
GJ477,188.99615,-45.93879,6,41.3984299219
GJ3998,259.00611,11.05761,6,53.5408255446
GJ3823,210.69571,-24.52643,3,17.7775138869
HD149217,248.66675,-31.94071,1,41.6
GJ634,250.37113,-43.99034,40,99.1052470861
Sun-sky,67.31266,-36.31271,13,1035.46005717
HD186753,296.79458,-23.37987,1,66.2
LMC119.7-26856,76.1415,-69.34801,21,16.6580310961
HD78130,136.49402,-21.53304,6,181.988763389
HD-79917,138.906784,-38.57116,1,127.3
GJ2128,259.17442,8.05897,6,39.2351882881
GJ3695,179.38397,11.82684,2,20.082330542
GJ747.4,288.10795,-55.86752,14,57.5833309214
GJ3838,214.27312,10.59455,6,36.3971152703
SW0331-2349,52.81828,-23.8187,39,163.481283332
GJ781.1A,301.95247,-31.7576,5,23.2064646166
GJ3813,208.15385,14.4216,18,45.1531837194
GJ611.3,241.67379,8.38865,7,35.8425724523
HD169142,276.1281,-29.78033,9,413.092314138
HD56413,108.24904,-61.61528,16,306.715356642
LRa01_E2_4129,100.29011,-1.36954,20,71.4645366598
GJ3141,32.82596,-63.22914,10,37.4320718101
HD-129893,221.75897,-52.38179,1,180.0
HD-7672,19.146528,-2.49945,1,117.5
GJ476,188.75275,9.82917,12,62.9711044845
GJ2085,170.93291,8.56522,8,51.3731447354
GJ85,31.86182,-66.56922,10,56.0573813159
HD-122563,210.63002,9.68229,1,318.5
GJ167.2,64.29346,-26.04333,13,58.1691498992
mk2,29.27293,-50.85085,1,12.4
EX-Lup,240.77534,-40.30663,10,50.5062372386
GJ3356,83.72086,13.87843,10,39.0404918002
GJ3846,216.23759,8.8888,6,25.013196517
GJ553.1,217.75703,-12.29612,9,43.8900899976
GJ3871,223.12133,12.39237,34,81.7749961785
CoRoT-Exo-5,101.27722,0.81733,17,49.1319651551
GJ637,252.1118,-72.97441,17,61.6921388833
GJ762,293.65661,-62.84321,6,17.9799888765
LRa01_E2_1123,100.454,-0.58686,14,34.6278789417
GJ452A,178.31795,-7.37291,9,43.0970996704
GJ740,284.50227,5.90506,57,394.464903382
SR-9,246.92014,-24.3696,17,132.334387065
AUMon,103.73247,-1.37636,10,287.091849414
HD184711,294.30256,-39.74123,7,470.030998978
LL-Aqr,338.68068,-3.59954,18,265.3695348
V1002-Sco,243.17211,-18.99113,2,35.5647297192
T-Cha,179.30779,-79.35363,9,41.1525211864
V1121-Oph,252.31611,-14.36621,11,115.713828041
GJ3874,223.72575,9.94326,22,91.570737684
GJ3708A,182.80193,-19.95891,26,85.1327786461
EG-Cha,129.25325,-78.93877,3,43.3817934161
SERAM_0654-2355,103.557142,-23.92634,17,547.497324194
GJ552,217.37333,15.5355,8,67.3996290791
HD-105707,182.534608,-22.61997,2,634.821628491
GJ1032,17.30558,-24.68682,12,37.2573482685
GJ3973,252.19409,-15.74052,7,68.0166156171
GJ821,317.32819,-13.30613,16,94.0556750016
HD-79698,138.239829,-59.41491,1,147.3
V432-Car,167.17537,-60.71275,3,71.5481655949
GJ618.4,245.66982,-48.65527,8,40.573267061
GJ3341,78.95191,-31.2968,128,134.884432015
HD-110666,191.003991,-28.32228,1,135.7
GJ3160,37.23253,12.08978,2,11.0113577728
HD-113083,195.35966,-27.37402,57,425.673360689
GJ842,329.90753,-59.75169,11,198.381526358
HD29231,68.66429,-35.65949,8,358.708042843
NGC3532No522,166.06518,-58.46251,2,55.1330209584
GJ513,202.34208,11.43848,9,35.8519176614
HD-12438,30.310938,-30.00099,1,133.7
HD-5722,14.679308,-11.37922,2,174.73937736
HD-88323,152.188316,-65.81383,1,117.4
GJ469,187.23902,8.42671,10,39.7259361123
HD56259,108.75319,-32.80536,14,313.458274735
Test,62.26604,-15.88958,4,421.799928876
GJ645,254.18958,-37.06111,11,54.6267333821
GJ1022,12.37997,-61.04347,9,28.3591255154
SERAM_0529+1152,82.289563,11.87042,11,143.130255362
HD-82668,142.811828,-57.03431,1,274.2
HD-169370,276.178667,-7.07325,3,239.792201708
LMC103.3-47900,80.50742,-69.79562,35,27.2510550254
HD49866,102.43327,-19.38477,7,273.716038989
HD-156111,258.741337,19.6843,3,120.914887421
HD7950,19.65865,-25.8991,15,323.958546731
HD-192947,304.514446,-12.54343,1,208.7
GJ3500,126.80176,-44.98729,2,20.3059104696
HD221575,353.34944,-12.66356,23,390.712477405
GJ3131,30.83882,-21.22742,2,24.4008196584
HD-190073,300.76414,5.73812,20,488.782620395
GJ4230B,328.72813,-77.33064,2,8.28009661779
NONE,105.00001,-20.0,1,299.5
GJ3987,255.71003,-6.06737,7,65.418957497
GJ3221,50.84216,11.68466,28,57.3557320588
LMC110.2-45043,78.50422,-68.68848,7,12.7090518923
GJ3284,66.45667,15.52035,4,160.95803801
SERAM_0331-6331,52.95154,-63.53161,8,104.207149467
HD102196,176.41414,-16.07899,10,340.214447077
HD-96566,166.643672,-62.42454,1,122.6
IRa01_E2_2009,101.40971,-1.96698,9,26.1467015128
HD-159194,263.779415,-38.79726,4,103.379253238
GJ1051,40.9761,-8.82896,3,22.995216894
SERAM_0432-1520,68.184059,-15.33428,5,82.1757871882
HD-85250,147.172978,-56.41161,1,84.1
GJ9381,178.77865,0.97581,2,21.015470492
IRa01_E2_3856,102.4099,-2.51364,3,4.96689037528
GJ3759,195.33126,-63.19504,12,69.4244913557
HD-102350,176.634128,-61.17696,1,250.7
GJ238,98.46028,-58.52726,8,42.0714867814
GJ1264,327.2873,-72.09882,1,23.9
HD206837,326.45998,-41.2288,8,215.086122286
GJ735,283.86422,8.40333,1,24.3
HD-111915,193.281524,-48.94216,21,656.1339726
GJ157B,59.37531,-1.1562,37,457.552587142
HD-12431,30.073597,-55.01085,5,214.164702974
GJ103,38.59759,-43.79607,1,42.7
HD-12583,30.740444,-15.3063,1,63.1
GJ4004,262.38042,-80.14112,3,11.1964280018
LMC135.3-14680,73.96728,-69.23049,8,5.98999165275
LRc01_E1_4863,292.61273,0.02136,5,8.79545337092
HD-111315,192.451914,-71.98473,1,90.0
HD-71863,126.47308,-64.60004,1,77.0
HD-82514,142.894389,-35.71796,1,94.3
LRc02_E2_2154,279.89207,7.62613,3,12.6621483169
HD165155,271.4908,-29.91608,39,731.222989245
HD-17824,42.756941,-21.0043,1,154.0
GJ3263,61.84,-24.48625,19,34.8688973155
SERAM_0545+0904,86.347354,9.0706,26,224.970375828
HD-131109,224.481695,-76.65616,1,115.7
HD-135344,228.95599,-37.1473,4,216.297226057
HD-123123,210.598994,-27.43011,1,121.3
V586-Ori,84.2425,-6.15382,4,155.596947271
LRc01_E2_4006,290.85161,1.27304,4,4.95277699882
GJ1012,7.16648,-6.66324,10,38.5197352016
HD-104555,180.629171,-85.62853,1,71.6
HD158469,262.83472,-39.16327,14,487.781077944
HD6790,16.99059,-37.89867,11,218.565573684
HD-171759,280.759392,-71.42506,2,298.348822689
EGGS92,5.38196,-48.62558,2,2.52388589282
HD-165760,271.830668,8.735,1,180.2
HD42719,92.37224,-51.39122,8,388.673834982
HD-111295,192.110974,-27.5959,1,138.9
HD-107567,185.563309,-68.30589,1,71.0
GJ739,284.78428,-48.27384,15,71.2167817302
Tchoubidoo3,208.93025,-32.15677,52,213.637800962
HD121370,208.67403,18.39738,2,46.5559877996
HD-108570,187.147184,-56.40819,1,107.9
LRc02_E1_0202,280.69057,5.93773,77,136.632499794
GJ480,189.71811,11.6974,37,91.0728829016
GJ3799,205.38642,14.82552,3,21.7464939703
Moon,224.8745,-22.47372,4,379.016807015
GJ1252,306.93081,-56.45877,5,18.7773800089
GJ4293,341.69697,-63.30059,1,21.2
SERAM_0653-4306,103.450422,-43.11363,1,85.5
GJ372,148.30085,-3.68934,1,17.2
test_lor,102.96849,-2.17577,1,217.2
HD-74622,130.594181,-55.77576,1,69.9
HD-87896,151.479998,-63.83378,1,55.0
HD-4211,11.04949,-38.42182,3,191.045989228
HD116259,200.68376,-18.02889,5,105.676203565
solar_spectrum,95.00016,-29.0,1,250.5
HD-130650,225.484701,-83.22042,1,112.0
SRc01_E1_0346,285.35394,2.6938,1,6.6
GJ9067B,30.51684,3.94548,17,20.0491895098
HD127423,218.10369,-37.81583,8,268.677352972
HD-151249,252.450859,-59.04068,1,211.8
HD-88836,153.4921,-40.314,1,78.4
GJ3148A,34.17715,-30.98529,64,89.2772087377
LRc01_E2_1802,291.0649,0.74748,33,24.1257124247
GJ3006,1.58431,-65.84253,8,30.0053328593
LMC-cep227,73.06284,-70.24068,44,30.1574203141
GJ4082,283.22193,-57.12688,2,9.34933152691
mk3,93.64837,18.47489,1,14.8
UX_Ori,76.12108,-3.78658,1,58.9
HD-83441,144.374426,-36.09918,1,74.8
HD-78883,137.030757,-58.13049,2,67.1503536848
GJ3671,173.66014,-23.87037,7,52.9808455954
CD-69-1055,194.61815,-70.47901,1,23.0
HD-115478,199.318208,13.67761,2,242.372131236
GJ1030,16.67348,15.27136,7,42.3163089128
HD-201381,317.400188,-11.37128,1,122.3
SERAM_0421-4317,65.457137,-43.29098,1,38.8
HD105750,182.59511,-43.87045,17,584.715725802
GJ3778,200.40039,3.76582,21,293.035475668
HD-17793,42.560732,-35.84433,1,118.2
HD86006,148.63433,-45.73082,55,431.372773828
Astraea,201.995,-1.69924,1,68.8
HD-73898,129.932166,-29.56362,1,155.5
HD-174295,283.167641,-52.10683,4,88.149248437
GJ4273,335.43459,-65.5232,3,17.8342367372
GJ3139,32.40491,-14.35746,5,31.3391129421
HD-79846,138.582642,-55.57133,1,119.3
HD-91437,158.146648,-44.62116,1,118.5
GJ3205,47.566,5.90934,19,59.3867830413
NX-Pup,109.87032,-44.58745,1,75.3
CR-Cha,164.79737,-77.02126,2,50.9589050118
AG-Car,164.0516,-60.4527,2,311.121616092
TLS_7,101.36593,-1.23407,156,449.99597776
GJ808,312.95155,-79.30588,6,27.0294284068
HD-119971,206.91228,-50.32051,1,313.4
GJ874,342.07704,-36.78967,10,72.2373172259
solar_spectrum,90.00016,-29.0,3,374.127758927
HD-12524,30.429059,-44.71201,1,120.8
Iris,200.68183,-16.6212,1,80.0
SERAM_0042-7747,10.577194,-77.79171,2,37.1436401016
HD-45669,95.667314,-69.98408,2,127.350893205
HBC-603,237.94931,-35.94631,7,35.9548327767
GJ9732,320.04747,-67.64916,8,63.2641288567
mk5,102.45336,-22.16093,7,26.0628087512
HD-81101,140.244953,-62.40376,2,263.020930726
HD-4398,11.5474,-22.52158,1,135.7
GJ737A,284.38446,-55.99502,2,48.5213355134
GJ3090,20.44178,-46.71479,1,13.7
HD91682,157.7852,-78.16328,10,230.247823008
GJ143.3,52.94951,14.31982,7,23.075528163
HD-73468,128.18369,-73.35611,1,86.8
HD-134505,228.074203,-52.09756,1,417.6
Tchoubidoo2,214.68595,-20.27579,78,206.433669734
LRc02_E2_1207,280.75462,7.84737,3,14.236923825
GJ425B,170.36479,-20.45112,2,60.019413526
HD-129078,221.980524,-79.03794,1,233.2
HD-90518,156.547222,-42.74149,1,76.8
HD-69142,123.518531,-40.3504,1,136.2
mk9,117.2785,-31.12718,1,45.1
HD-82347,142.203885,-62.27238,1,92.3
HD-116244,201.294297,-74.88136,1,136.3
HD-148890,248.943335,-65.49421,1,106.2
GJ3032,5.83172,-50.89436,4,17.9891634047
KL-CMa,97.62873,-14.95537,14,379.185244966
HD-64152,117.933972,-21.17593,1,103.1
HD-115202,198.997645,-19.94118,1,164.2
HD-107815,185.842185,-24.83945,1,126.1
SC3-509,82.29286,-69.88017,30,20.7429506098
HD-132905,226.210259,-64.03021,1,113.7
HD201757,318.36857,-49.7945,13,393.911246349
HD-81136,140.606772,-46.04997,1,106.2
HD-65638,119.483488,-40.78623,4,179.280143909
HD-102584,177.068682,-66.81304,1,151.3
HD-49947,100.910475,-73.11874,1,54.7
GJ3020,4.01121,-48.2615,2,14.02176879
GJ3005,1.35605,-50.04845,1,7.8
GJ3025,4.42418,-8.67976,2,18.7488666324
SERAM_0300-3708,45.196353,-37.13195,3,76.2415241191
HD-86868,149.782065,-63.34615,1,75.4
HD-84261,145.285882,-66.07873,1,51.2
HD-63697,117.426332,-17.23075,1,88.0
HD-93773,162.179189,-47.75203,1,64.1
012917-7243.4,22.32,-72.72022,1,11.0
SMC106.6-20761,14.46327,-73.26265,16,23.9415956026
HD-107328,185.08487,3.31249,1,321.0
RY-Lup,239.86708,-40.36355,1,28.9
GJ4303,343.86627,-52.30096,73,139.041756318
SERAM_0430-4248,67.616822,-42.81233,1,32.7
HD-87606,151.309583,-42.17456,1,63.5
HD145788,243.2303,-4.22017,1,80.9
HD-344,2.01176,-33.53055,2,135.644609181
GJ4332,350.034,-60.06349,2,18.1813090838
HD-13940,33.632498,-41.16805,1,83.2
HD168443,275.01726,-9.59403,13,590.77696299
GJ3054,11.37003,-51.6262,1,8.1
HD-161814,267.898859,-60.16292,1,109.9
HD-124206,213.193336,-27.25824,1,170.9
mk10,120.63313,15.17819,1,37.0
GJ871B,340.66004,-47.21175,3,320.358830064
HD-1737,5.37702,-28.98254,1,161.1
asa,168.46831,-58.60912,1,38.4
HD-67977,122.298453,-35.45753,1,81.5
SMC5-208025,12.67785,-73.00226,191,67.9763929611
HD-82350,141.788116,-71.59987,1,105.8
HD174966,283.28496,1.757,104,1883.12619598
V346-Cen,175.71182,-62.43579,34,740.019655144
Obj1392,132.74822,11.85041,813,472.694351563
CD-32_9927,212.94766,-33.05252,13,140.773541548
HD170580,277.52077,4.06546,89,1723.10961926
V362_Pav,282.26595,-63.27047,21,445.577804654
HIP84212,258.21752,-5.12519,45,108.44805208
HD183414,293.79962,-69.97494,57,894.75756493
NO-Pup,126.57809,-39.05783,45,1163.47378999
HD174532,282.76635,-3.26144,102,1980.66993464
HD-119288,205.5562,8.38804,19,648.545002294
HD44195,95.1838,5.27709,387,4225.09417055
TZ-for,48.67224,-35.5597,21,505.062293188
HD43317,93.94269,4.28408,191,3130.36414016
HD130694,222.56942,-27.96091,129,2214.71245086
HD78534,137.29811,10.82171,24,413.9807725
HD-86021,148.54771,-53.64141,7,141.521941762
eps Ret,64.12053,-59.30202,174,2710.1786454
HY_Vir,197.12572,-2.67781,10,245.293986881
HD216133,342.58542,-7.08957,4,67.8642026403
GJ3634,164.64766,-31.14236,76,118.994201539
DV_Boo,215.71129,14.93767,8,265.764914915
DoAr-44,247.89346,-24.45936,2,11.2893755363
mk19,237.20985,-65.44471,2,16.200308639
18 Del,314.60797,10.83669,100,2293.13389927
GJ4197,322.07907,-22.31106,4,13.6623570441
BD-074478,265.1857,-7.7682,6,84.7331694202
HD51756,104.62076,-3.02252,15,881.143813461
HD037572,84.24111,-47.96405,26,663.429031623
AL-Dor,71.72117,-60.60327,18,385.99851036
GJ723,280.0761,-10.46441,10,58.0633274968
TYC-9412-59-1,189.82709,-75.04351,5,74.8298737136
V573-Car,161.28457,-59.6803,31,561.502991978
LT-Lup,228.94246,-33.5327,3,54.007129159
LX_Mus,205.05111,-74.08198,16,209.998619043
FM_Leo,168.19192,0.34782,13,262.671201314
V392-Car,119.5505,-60.86875,32,260.894614739
HD207575,328.04891,-62.05297,40,1049.74651702
V760-Sco,246.18551,-34.89336,42,1001.35179133
81 Cet,39.42575,-3.39428,73,1564.23620019
SW0644-4245,101.13245,-42.76142,38,73.9121776164
GJ4088,284.29506,7.57226,14,65.8402612388
HIP29442,93.05756,-14.64792,5,145.858595907
HD188815,299.74918,-46.08639,42,872.200556065
GJ4353,354.5759,-41.51812,4,22.3423364938
LRa02_E1_4601,101.92542,-3.71747,37,28.182086509
GJ4308A,345.14104,-23.95229,2,13.1654851791
HD224228,359.04945,-39.0517,27,482.848961892
N330-2,14.08123,-72.45893,79,78.9350999239
HD80859,140.15121,-47.56872,5,199.462552876
The-moon,99.38824,26.47103,2,614.240938069
LRc03_E2_2590,278.52857,-6.00173,37,15.4929016004
GJ369,147.79748,-12.33228,44,265.114088649
LMC171.8-36981,82.96261,-71.22521,10,10.495237015
QR-Cen,209.9676,-59.64632,19,139.512938468
HD217343,345.08533,-26.15236,22,605.617181064
HS-Hya,156.15727,-19.09285,10,259.852554346
HIP-62108,190.93198,-44.67596,4,241.173837719
Mus,198.80747,-67.89567,9,621.310638892
HR4748,187.09677,-39.04037,16,717.771244896
HD11462,27.33561,-72.411,11,404.740175915
V906-Sco,268.48063,-34.75202,37,1532.63739351
CL648-1,84.4004,-70.23233,20,13.0284304504
IL_Lib,227.24142,-11.79133,20,397.886026394
V3903-Sgr,272.3264,-23.98686,39,1014.74156809
GJ3918,237.55026,0.96009,30,46.5521213265
HD025490,60.79409,5.99045,8,869.306148604
HR6139,255.24904,-86.36931,20,1039.19304751
V958Cen,198.67224,-38.6506,1,165.1
HD105690,182.52886,-49.18081,133,1305.5758423
GJ895.1,351.42914,-45.61071,4,39.5452904908
GJ4100,287.66013,1.5361,88,90.1695070409
SRc02_E2_3121,284.68513,-2.26373,13,9.8549479958
GJ4249,330.86584,-50.64619,6,21.25605796
Ceres,169.6312,21.14229,1,82.6
BD-144622,260.68327,-14.96109,4,56.3896267056
HD141943,238.36039,-42.26998,54,934.95156559
LRc02_E2_4747,279.75211,6.97145,30,18.0726312417
HIP-80114,245.28498,-71.28829,9,310.278777876
GG_Lup,229.74105,-40.79083,3,265.13064704
CD-84-0080,112.71725,-84.32195,12,99.0704799625
HD-93257,161.605847,18.8916,2,160.257449125
HR3476,130.92453,-49.8248,1,200.2
NT_Peg,320.9019,14.05088,1,175.1
HD211970,335.56895,-54.5601,6,76.5414920158
SRc02_E1_4272,284.39715,-3.683,3,5.03686410379
V4089_Sgr,293.53372,-40.0364,14,672.624085207
CERES,170.09918,18.72387,2,150.227993397
HD045270,95.63134,-60.21891,23,1146.57893754
X-Cae,76.11067,-35.70334,8,834.647530398
HD34816,79.89009,-13.17612,69,2665.40872663
HD84809,146.42463,-57.18771,6,260.542414973
V722-Men,97.08595,-0.72684,10,254.554257478
GJ1214,258.83402,4.96291,91,39.5341624421
HD206642,326.12585,-38.55316,3,416.268302901
HR-2198,93.01708,16.13061,6,868.510967116
GJ4383,359.64144,7.65692,9,37.1324655793
HD205879,327.66955,-83.9564,6,250.307151316
HIP-22068,71.20821,-32.87722,12,323.790565026
HIP29575,93.47146,-3.74039,1,280.1
HD155968,258.74353,-2.50167,6,97.4576318202
HD102458,176.85404,-49.88435,24,453.778734627
GJ4065,279.07917,13.60595,7,17.4639628951
LRc03_E2_4619,278.00914,-6.43307,31,23.3143732491
HIP-56713,174.4216,-28.85074,10,284.610207125
TYC-8654-1115-1,189.90867,-57.5287,5,82.8441307517
HD-90569,156.91697,9.76167,24,814.314079456
SRa02_E1_4106,97.11915,6.1871,21,37.7896811312
LRa01_E1_4667,100.28568,0.57253,11,23.2892679146
SKY,217.50008,-20.0,1,3.9
HD135240,229.23439,-60.95826,95,2603.29845388
HD169689,276.40407,8.03303,189,1893.5025033
N2004-1,82.64013,-67.2869,5,25.7509223136
HD000987,3.46354,-74.68685,15,304.272164353
GJ891,347.57095,-25.92843,28,110.67492941
HD-23208,55.67109,-20.54607,3,114.409003142
HD177171,286.5869,-52.34059,38,1345.42476936
GJ912,358.9179,-6.14432,9,47.8012552136
HD-51797,104.10419,-46.7841,12,147.664213674
V393_Sco,267.19512,-35.05913,9,303.655577917
V383_Sco,268.3977,-38.08364,5,110.018725679
mk22,276.37778,-12.68972,3,49.125248091
HD042270,88.37195,-81.94873,4,135.517452751
GJ3700,180.42289,-12.23031,11,40.2049748166
PT-Vel,137.74753,-43.27111,21,590.540294984
HD33331,76.85711,-44.82231,5,283.433202007
2028_MP_del,307.11667,11.72163,15,430.932291665
HIP-60632,186.39626,1.28414,7,327.521312284
ASAS,291.70177,-0.50107,2,18.3600108932
SMC101.1-54147,13.37215,-72.71486,3,10.2927158709
1RXSJ1233-57,188.39112,-57.23403,9,84.319214892
HD142331,238.57703,-8.58093,41,487.839358806
HD144965,242.54726,-40.12936,1,201.4
HD-94660,163.75777,-42.25075,2,366.393722654
GJ4056,276.02312,1.68882,11,49.9458707002
HR-3858,145.32426,-23.59047,8,1106.14041604
HD46149,97.97128,5.03451,734,2422.71218885
GJ3835,213.75077,10.41085,11,34.7456472094
HD203771,321.26145,-23.31929,5,82.5868633622
EE-Peg,325.01227,9.18539,11,381.428577849
GJ9600,265.84394,-18.5168,1,8.5
HIP-56327,173.2193,-12.03392,5,396.811995786
0530_TZ-Men,82.52984,-84.7821,7,254.426747808
EpsLup,230.67308,-44.68987,4,623.305791727
HD137785,232.33258,-38.63504,6,338.725183593
GJ3643,166.43542,10.23444,31,37.0178335401
N2100-3,85.51284,-69.21852,7,18.165076383
Vesta,159.7317,13.82095,4,262.281871276
HIP-64920,199.60062,-28.33148,2,290.874027716
ZI-1082_G7III,220.40981,8.1596,1,193.5
HD143578,240.66266,-35.25268,3,281.304976849
SERAM-0947-4003,146.83584,-40.05186,12,93.1919524423
HD43913,94.74955,4.19012,22,1088.75290126
hd86081,149.02692,-3.80677,9,280.604864534
HIP-86694,265.70802,-40.32114,9,488.180509648
V397-Pup,117.31704,-35.24611,15,604.066171872
LRc02_E1_0981,280.65269,5.35257,2,11.0675200474
GJ629.3,249.11718,-49.3116,17,34.8883934855
BD-145003,275.13421,-14.36035,6,65.8068385504
mk18,225.86466,-11.58997,2,15.1980261876
GJ1212,258.42058,-8.41942,1,7.3
CERES,168.50248,22.35833,1,127.6
V358-Pup,104.41949,-41.29795,11,144.436560469
HR-2395,98.41279,-1.22011,6,792.669918693
BB_scl,23.75747,-29.90917,3,217.17555111
SRc02_E2_3877,285.57236,-2.61347,4,12.9664952859
QU_Hya,164.13231,-34.56316,11,186.927205083
AL-Ari,40.64963,12.73206,22,219.734589903
HD090905,157.42982,1.49135,24,883.519439514
HD103257,178.3234,-36.57627,5,200.179669297
HIP-94929,289.74568,-15.5387,2,215.809174967
EW_Eri,46.0021,-17.73664,15,296.521382028
V963_Cen,199.69276,-58.27075,17,273.537383186
HR-5885,237.74708,-25.74935,6,868.458087647
HIP98105,299.0694,-52.97149,14,87.0863364713
HD101412,174.93681,-60.17541,4,153.702081964
HD206481,326.43902,-69.36425,7,332.857146536
BN-Scl,346.93156,-30.23207,18,270.456928179
Sun_spectra_pol_circ,178.75024,-39.0,3,310.706066886
V337Vel,152.32868,-50.64054,1,211.4
GJ817,316.22365,-16.96549,9,44.3853579461
EG274,245.89543,-39.2285,2,60.1774043973
HD104819,181.0477,-22.3689,3,350.180210749
N66,84.08252,-67.30194,5,4.10243829935
PX-Hya,158.38355,-20.18292,13,236.775547724
mk2,223.4037,3.30106,1,11.8
GJ889.1,347.03117,3.3312,3,38.1943713131
HD40657,90.01875,-3.07489,7,708.594439719
HD-99803,172.15244,-42.6763,1,304.5
HD216956,344.41485,-29.62153,9,140.95733397
SAND1557,133.0628,11.32924,24,130.463404831
OZ_Nor,247.2108,-44.81304,3,348.189330681
GJ4129,299.5646,2.03603,4,19.7800404449
HD191902,303.17693,-13.19969,2,44.8910904301
HD-187098,297.29118,-28.79555,1,235.7
HD171427,278.63354,6.46292,38,196.46895429
RZ_Cha,160.59801,-82.0421,11,213.695648061
HD-138764,233.61341,-9.18189,1,344.0
LMC118.1-35143,77.24212,-68.89316,7,4.53872228716
HD-168525,275.30382,-26.08287,4,369.939616694
GJ4024,265.75466,5.79068,4,49.6893348718
HD9174,22.51058,-19.60574,16,357.482041507
HD177033,286.03129,-28.20182,11,110.198502712
UX-Men,82.51003,-76.25001,21,285.250346187
WZ_Oph,256.66085,7.78042,11,147.509694597
GJ747.1,287.33655,-14.7485,2,8.95879456177
HIP105368,320.13837,-23.6081,4,67.2687891968
HR6141,247.55543,-25.11281,2,269.771236421
LMC132.7-325,73.31605,-67.56724,9,11.7728501222
HD213852,340.43869,-83.46024,4,55.1263095083
HD146444,244.66615,-49.41504,3,297.892094558
V381_Sco,266.76943,-35.7867,5,58.6363368569
HD197027,310.48106,-27.21529,64,564.250972529
mk23,295.36228,-72.33693,1,6.5
GJ754.1B,290.14212,-7.66125,2,12.2543869696
HV_Lup,232.07951,-45.13881,3,322.348786255
DP_cet,32.4673,3.77102,17,609.896196086
HD170008,276.76113,9.21007,116,448.622770265
HD-126053,215.81693,1.24195,2,248.580469868
HD87203,150.47054,-54.20657,1,193.0
Ceres,170.08873,20.34788,1,92.2
HD115169,198.95154,-29.50464,34,460.828210942
GJ2121,247.5562,-14.6619,25,44.9874426924
